-1572.677947,164.194248,1200.861782
-1572.677947,123.8702,1169.036056
-1572.677947,83.524154,1137.600018
-1572.677947,43.15611,1106.553669
-1572.677947,2.766068,1075.897008
-1572.677947,-37.645972,1045.630036
-1572.677947,-78.080009,1015.752753
-1572.677947,-118.536045,986.265158
-1572.677947,-159.014079,957.167252
-1572.677947,-199.51411,928.459034
-1572.677947,-240.03614,900.140505
-1572.677947,-280.580167,872.211665
-1572.677947,-321.146193,844.672513
-1572.677947,-361.734216,817.52305
-1572.677947,-402.344237,790.763276
-1572.677947,-442.976256,764.39319
-1572.677947,-483.630274,738.412792
-1572.677947,-524.306289,712.822084
-1572.677947,-565.004302,687.621064
-1572.677947,-605.724313,662.809732
-1572.677947,-646.466322,638.388089
-1572.677947,-687.230329,614.356135
-1572.677947,-728.016334,590.713869
-1572.677947,-768.824336,567.461292
-1572.677947,-809.654337,544.598404
-1572.677947,-850.506336,522.125204
-1572.677947,-891.380332,500.041693
-1572.677947,-932.276327,478.34787
-1572.677947,-973.19432,457.043736
-1572.677947,-1014.13431,436.12929
-1572.677947,-1055.096298,415.604534
-1572.677947,-1096.080285,395.469465
-1572.677947,-1137.086269,375.724086
-1572.677947,-1178.114251,356.368395
-1572.677947,-1219.164232,337.402392
-1572.677947,-1260.23621,318.826079
-1572.677947,-1301.330186,300.639453
-1572.677947,-1342.44616,282.842517
-1572.677947,-1383.584132,265.435269
-1572.677947,-1424.744102,248.417709
-1572.677947,-1465.92607,231.789839
-1572.677947,-1507.130035,215.551657
-1572.677947,-1548.355999,199.703163
-1572.677947,-1589.603961,184.244358
-1572.677947,-1630.87392,169.175242
-1572.677947,-1672.165878,154.495814
-1572.677947,-1713.479834,140.206075
-1572.677947,-1754.815787,126.306024
-1572.677947,-1796.173738,112.795663
-1572.677947,-1837.553688,99.674989
-1572.677947,-1878.955635,86.944005
-1572.677947,-1920.37958,74.602708
-1572.677947,-1961.825524,62.651101
-1572.677947,-2003.293465,51.089182
-1572.677947,-2044.783404,39.916952
-1572.677947,-2086.295341,29.13441
-1572.677947,-2127.829276,18.741557
-1572.677947,-2169.385209,8.738393
-1572.677947,-2210.96314,-0.875083
-1572.677947,-2252.563068,-10.09887
-1572.677947,-2294.184995,-18.932969
-1572.677947,-2335.82892,-27.377379
-1572.677947,-2377.494843,-35.4321
-1572.677947,-2419.182763,-43.097133
-1572.677947,-2460.892682,-50.372477
-1572.677947,-2502.624598,-57.258133
-1572.677947,-2544.378513,-63.7541
-1572.677947,-2586.154425,-69.860378
-1572.677947,-2627.952335,-75.576968
-1572.677947,-2669.772244,-80.903869
-1572.677947,-2711.61415,-85.841082
-1572.677947,-2753.478054,-90.388606
-1572.677947,-2795.363956,-94.546441
-1572.677947,-2837.271856,-98.314588
-1572.677947,-2879.201754,-101.693046
-1572.677947,-2921.15365,-104.681815
-1572.677947,-2963.127544,-107.280896
-1572.677947,-3005.123436,-109.490289
-1572.677947,-3047.141325,-111.309992
-1572.677947,-3089.181213,-112.740007
-1572.677947,-3131.243099,-113.780334
-1572.677947,-3173.326982,-114.430972
-1572.677947,-3215.432864,-114.691921
-1572.677947,-3257.560743,-114.563182
-1572.677947,-3299.710621,-114.044754
-1572.677947,-3341.882496,-113.136637
-1572.677947,-3384.07637,-111.838832
-1572.677947,-3426.292241,-110.151338
-1572.677947,-3468.53011,-108.074156
-1572.677947,-3510.789977,-105.607285
-1572.677947,-3553.071842,-102.750725
-1572.677947,-3595.375705,-99.504477
-1572.677947,-3637.701566,-95.86854
-1572.677947,-3680.049425,-91.842915
-1572.677947,-3722.419282,-87.427601
-1572.677947,-3764.811137,-82.622598
-1572.677947,-3807.22499,-77.427907
-1572.677947,-3849.660841,-71.843527
-1572.677947,-3892.118689,-65.869459
-1572.677947,-3934.598536,-59.505702
-1572.677947,-3977.10038,-52.752256
-1508.71938,164.194248,1178.177119
-1508.71938,123.8702,1146.570512
-1508.71938,83.524154,1115.349622
-1508.71938,43.15611,1084.514449
-1508.71938,2.766068,1054.064993
-1508.71938,-37.645972,1024.001253
-1508.71938,-78.080009,994.323231
-1508.71938,-118.536045,965.030925
-1508.71938,-159.014079,936.124336
-1508.71938,-199.51411,907.603464
-1508.71938,-240.03614,879.468309
-1508.71938,-280.580167,851.71887
-1508.71938,-321.146193,824.355149
-1508.71938,-361.734216,797.377144
-1508.71938,-402.344237,770.784856
-1508.71938,-442.976256,744.578285
-1508.71938,-483.630274,718.757431
-1508.71938,-524.306289,693.322293
-1508.71938,-565.004302,668.272873
-1508.71938,-605.724313,643.609169
-1508.71938,-646.466322,619.331182
-1508.71938,-687.230329,595.438912
-1508.71938,-728.016334,571.932359
-1508.71938,-768.824336,548.811522
-1508.71938,-809.654337,526.076403
-1508.71938,-850.506336,503.727
-1508.71938,-891.380332,481.763314
-1508.71938,-932.276327,460.185345
-1508.71938,-973.19432,438.993092
-1508.71938,-1014.13431,418.186557
-1508.71938,-1055.096298,397.765738
-1508.71938,-1096.080285,377.730637
-1508.71938,-1137.086269,358.081252
